Name,Set,Collector Number,Rarity,Foil,Nonfoil,USD Price,Frame Effects,Estimated Pull Probability
Endrider Spikespitter,dft,125,uncommon,True,True,0.02,,0.288
Engine Rat,dft,84,common,True,True,0.10,,1.0
Explosive Getaway,dft,202,rare,True,True,0.06,,0.16
Fang-Druid Summoner,dft,163,uncommon,True,True,0.05,,0.288
Fang Guardian,dft,162,uncommon,True,True,0.02,,0.288
"Far Fortune, End Boss",dft,203,rare,True,True,0.16,legendary,0.16
Fearless Swashbuckler,dft,204,rare,True,True,0.16,,0.16
Flood the Engine,dft,42,common,True,True,0.04,enchantment,1.0
Forest,dft,289,common,True,True,0.09,,1.0
Foul Roads,dft,255,uncommon,True,True,0.03,,0.288
Fuel the Flames,dft,126,uncommon,True,True,0.09,,0.288
Full Throttle,dft,127,rare,True,True,2.66,,0.1
Gallant Strike,dft,13,uncommon,True,True,0.05,,0.288
Gas Guzzler,dft,85,rare,True,True,0.22,,0.16
Gastal Blockbuster,dft,128,common,True,True,0.02,,1.0
Gastal Raider,dft,86,uncommon,True,True,0.02,,0.288
Gastal Thrillroller,dft,129,rare,True,True,0.08,,0.16
Gastal Thrillseeker,dft,205,uncommon,True,True,0.07,,0.288
Gearseeker Serpent,dft,43,common,True,True,0.01,,1.0
Gilded Ghoda,dft,130,common,True,True,0.02,,1.0
Glitch Ghost Surveyor,dft,44,common,True,True,0.01,,1.0
Gloryheath Lynx,dft,14,uncommon,True,True,0.09,,0.288
Goblin Surveyor,dft,131,common,True,True,0.02,,1.0
"Gonti, Night Minister",dft,87,rare,True,True,0.50,legendary,0.16
Greasewrench Goblin,dft,132,uncommon,True,True,0.09,,0.288
Greenbelt Guardian,dft,164,uncommon,True,True,0.06,,0.288
Grim Bauble,dft,88,common,True,True,0.11,,1.0
Grim Javelineer,dft,89,common,True,True,0.02,,1.0
Guardian Sunmare,dft,15,rare,True,True,0.28,,0.16
Guidelight Matrix,dft,233,common,True,True,0.03,,1.0
Guidelight Optimizer,dft,45,common,True,True,0.03,,1.0
Guidelight Pathmaker,dft,206,uncommon,True,True,0.05,,0.288
Guidelight Synergist,dft,16,uncommon,True,True,0.05,,0.288
Haunted Hellride,dft,208,uncommon,True,True,0.09,,0.288
Haunt the Network,dft,207,uncommon,True,True,0.07,,0.288
Hazard of the Dunes,dft,165,common,True,True,0.08,,1.0
"Hazoret, Godseeker",dft,133,mythic,True,True,0.96,legendary,1.44
Hellish Sideswipe,dft,90,uncommon,True,True,0.08,,0.288
Hour of Victory,dft,91,uncommon,True,True,0.08,enchantment,0.288
Howler's Heavy,dft,46,common,True,True,0.02,,1.0
Howlsquad Heavy,dft,134,rare,True,True,1.16,,0.1
Hulldrifter,dft,47,common,True,True,0.02,,1.0
Interface Ace,dft,17,common,True,True,0.03,,1.0
Intimidation Tactics,dft,92,uncommon,True,True,0.09,,0.288
Island,dft,280,common,True,True,0.07,,1.0
Jibbirik Omnivore,dft,166,common,True,True,0.03,,1.0
Jungle Hollow,dft,256,common,True,True,0.05,,1.0
"Kalakscion, Hunger Tyrant",dft,93,uncommon,True,True,0.13,legendary,0.288
Keen Buccaneer,dft,48,common,True,True,0.02,,1.0
"Ketramose, the New Dawn",dft,209,mythic,True,True,15.09,legendary,0.18
Kickoff Celebrations,dft,135,common,True,True,0.03,enchantment,1.0
"Kolodin, Triumph Caster",dft,210,rare,True,True,0.18,legendary,0.16
"Lagorin, Soul of Alacria",dft,211,uncommon,True,True,0.07,legendary,0.288
Leonin Surveyor,dft,18,common,True,True,0.01,,1.0
Lifecraft Engine,dft,234,rare,True,True,0.23,,0.16
Lightning Strike,dft,136,common,True,True,0.06,,1.0
Lightshield Parry,dft,19,common,True,True,0.04,,1.0
Lightwheel Enhancements,dft,20,common,True,True,0.03,enchantment,1.0
Locust Spray,dft,95,uncommon,True,True,0.03,,0.288
"Loot, the Pathfinder",dft,212,mythic,True,True,1.15,legendary,0.9
Lotusguard Disciple,dft,21,common,True,True,0.02,,1.0
Loxodon Surveyor,dft,167,common,True,True,0.02,,1.0
Lumbering Worldwagon,dft,168,rare,True,True,0.59,,0.16
Magmakin Artillerist,dft,137,common,True,True,0.11,,1.0
Marauding Mako,dft,138,uncommon,True,True,0.71,,0.288
March of the World Ooze,dft,169,mythic,True,True,2.42,enchantment,0.9
Marketback Walker,dft,235,rare,True,True,1.08,,0.1
Marshals' Pathcruiser,dft,236,uncommon,True,True,0.02,,0.288
Maximum Overdrive,dft,96,common,True,True,0.04,,1.0
Memory Guardian,dft,49,uncommon,True,True,0.14,,0.288
"Mendicant Core, Guidelight",dft,213,rare,True,True,0.66,legendary,0.16
Midnight Mangler,dft,50,common,True,True,0.03,,1.0
Migrating Ketradon,dft,170,common,True,True,0.01,,1.0
"Mimeoplasm, Revered One",dft,214,mythic,True,True,0.35,legendary,1.44
Mindspring Merfolk,dft,51,rare,True,True,0.36,,0.16
Molt Tender,dft,171,uncommon,True,True,0.29,,0.288
Momentum Breaker,dft,97,uncommon,True,True,0.31,enchantment,0.288
Monument to Endurance,dft,237,rare,True,True,7.22,,0.004
Mountain,dft,286,common,True,True,0.09,,1.0
Muraganda Raceway,dft,257,rare,True,True,1.37,,0.1
Mutant Surveyor,dft,98,common,True,True,0.02,,1.0
"Mu Yanling, Wind Rider",dft,52,mythic,True,True,0.78,legendary,1.44
Nesting Bot,dft,22,uncommon,True,True,0.12,,0.288
Night Market,dft,258,common,True,True,0.04,,1.0
Nimble Thopterist,dft,53,common,True,True,0.02,,1.0
Oildeep Gearhulk,dft,215,mythic,True,True,1.52,,0.9
Ooze Patrol,dft,172,uncommon,True,True,0.03,,0.288
Outpace Oblivion,dft,139,uncommon,True,True,0.04,enchantment,0.288
"Oviya, Automech Artisan",dft,173,rare,True,True,0.96,legendary,0.16
Pacesetter Paragon,dft,140,uncommon,True,True,0.01,,0.288
Pactdoll Terror,dft,99,common,True,True,0.09,,1.0
Pedal to the Metal,dft,141,common,True,True,0.02,,1.0
Perilous Snare,dft,23,rare,True,True,0.23,,0.16
Pit Automaton,dft,238,uncommon,True,True,0.07,,0.288
Plains,dft,277,common,True,True,0.08,,1.0
Plow Through,dft,174,uncommon,True,True,0.03,,0.288
Point the Way,dft,175,uncommon,True,True,0.07,enchantment,0.288
Possession Engine,dft,54,rare,True,True,0.10,,0.16
Pothole Mole,dft,176,common,True,True,0.01,,1.0
Pride of the Road,dft,24,uncommon,True,True,0.04,,0.288
Prowcatcher Specialist,dft,142,common,True,True,0.01,,1.0
Push the Limit,dft,143,uncommon,True,True,0.03,,0.288
Pyrewood Gearhulk,dft,216,mythic,True,True,0.98,,1.44
Quag Feast,dft,100,rare,True,True,0.17,,0.16
Racers' Scoreboard,dft,239,uncommon,True,True,0.08,,0.288
Radiant Lotus,dft,240,mythic,True,True,4.95,,0.9
Rangers' Aetherhive,dft,217,uncommon,True,True,0.02,,0.288
Rangers' Refueler,dft,55,uncommon,True,True,0.02,,0.288
Reckless Velocitaur,dft,144,uncommon,True,True,0.02,,0.288
"Redshift, Rocketeer Chief",dft,218,rare,True,True,0.21,legendary,0.16
Reef Roads,dft,259,uncommon,True,True,0.03,,0.288
Regal Imperiosaur,dft,177,rare,True,True,0.42,,0.16
Repurposing Bay,dft,56,rare,True,True,0.95,,0.16
Ride's End,dft,25,common,True,True,0.10,,1.0
Ripclaw Wrangler,dft,101,common,True,True,0.02,,1.0
Riptide Gearhulk,dft,219,mythic,True,True,5.33,,0.036
Rise from the Wreck,dft,178,uncommon,True,True,0.06,,0.288
Risen Necroregent,dft,102,uncommon,True,True,0.03,,0.288
Risky Shortcut,dft,103,common,True,True,0.07,,1.0
Riverchurn Monument,dft,57,rare,True,True,0.48,,0.16
Riverpyre Verge,dft,260,rare,True,True,7.54,,0.004
Road Rage,dft,145,uncommon,True,True,0.03,,0.288
Roadside Assistance,dft,26,uncommon,True,True,0.03,enchantment,0.288
Roadside Blowout,dft,58,uncommon,True,True,0.02,,0.288
Rocketeer Boostbuggy,dft,220,uncommon,True,True,0.04,,0.288
Rocky Roads,dft,261,uncommon,True,True,0.03,,0.288
Rover Blades,dft,241,uncommon,True,True,0.03,,0.288
Rugged Highlands,dft,262,common,True,True,0.04,,1.0
Run Over,dft,179,common,True,True,0.01,,1.0
Sabotage Strategist,dft,59,uncommon,True,True,0.03,,0.288
"Sab-Sunen, Luxa Embodied",dft,221,mythic,True,True,2.84,legendary,0.9
Salvation Engine,dft,27,mythic,True,True,2.87,,0.9
"Samut, the Driving Force",dft,222,rare,True,True,0.25,legendary,0.16
Scoured Barrens,dft,263,common,True,True,0.05,,1.0
Scrap Compactor,dft,242,common,True,True,0.02,,1.0
Scrounging Skyray,dft,60,uncommon,True,True,0.15,,0.288
Shefet Archfiend,dft,104,uncommon,True,True,0.04,,0.288
Silken Strength,dft,180,common,True,True,0.02,enchantment,1.0
"Sita Varma, Masked Racer",dft,223,rare,True,True,0.11,legendary,0.16
Skybox Ferry,dft,243,common,True,True,0.02,,1.0
Skycrash,dft,146,uncommon,True,True,0.04,,0.288
Skyseer's Chariot,dft,28,rare,True,True,0.08,,0.16
Skyserpent Seeker,dft,224,uncommon,True,True,0.20,,0.288
Skystreak Engineer,dft,61,common,True,True,0.02,,1.0
Slick Imitator,dft,62,uncommon,True,True,0.03,,0.288
Spectacular Pileup,dft,29,rare,True,True,0.34,,0.16
Spectral Interference,dft,63,common,True,True,0.04,,1.0
Spell Pierce,dft,64,uncommon,True,True,0.15,,0.288
Spikeshell Harrier,dft,65,uncommon,True,True,0.02,,0.288
Spin Out,dft,106,common,True,True,0.02,,1.0
Spire Mechcycle,dft,147,uncommon,True,True,0.03,,0.288
Spotcycle Scouter,dft,30,common,True,True,0.02,,1.0
Stall Out,dft,66,common,True,True,0.04,,1.0
Stampeding Scurryfoot,dft,181,common,True,True,0.02,,1.0
Starting Column,dft,244,common,True,True,0.02,,1.0
Stock Up,dft,67,uncommon,True,True,10.27,,0.036
Streaking Oilgorger,dft,107,common,True,True,0.02,,1.0
Sunbillow Verge,dft,264,rare,True,True,4.99,,0.1
"Sundial, Dawn Tyrant",dft,31,uncommon,True,True,0.07,legendary,0.288
Swamp,dft,283,common,True,True,0.07,,1.0
Swiftwater Cliffs,dft,265,common,True,True,0.03,,1.0
Swiftwing Assailant,dft,32,common,True,True,0.02,,1.0
Syphon Fuel,dft,108,common,True,True,0.02,,1.0
"Terrian, World Tyrant",dft,182,uncommon,True,True,0.17,legendary,0.288
The Aetherspark,dft,231,mythic,True,True,23.69,,0.072
The Last Ride,dft,94,mythic,True,True,0.29,legendary,1.44
The Speed Demon,dft,105,mythic,True,True,2.76,legendary,0.9
Thopter Fabricator,dft,68,rare,True,True,0.32,,0.16
Thornwood Falls,dft,266,common,True,True,0.03,,1.0
Thunderhead Gunner,dft,148,common,True,True,0.01,,1.0
Thundering Broodwagon,dft,225,uncommon,True,True,0.04,,0.288
Thunderous Velocipede,dft,183,mythic,True,True,1.98,,0.9
Ticket Tortoise,dft,245,common,True,True,0.01,,1.0
Trade the Helm,dft,69,uncommon,True,True,0.04,,0.288
Tranquil Cove,dft,267,common,True,True,0.03,,1.0
Transit Mage,dft,70,uncommon,True,True,0.14,,0.288
Trip Up,dft,71,common,True,True,0.01,,1.0
Tune Up,dft,33,uncommon,True,True,0.06,,0.288
"Tyrox, Saurid Tyrant",dft,149,uncommon,True,True,0.09,legendary,0.288
Unstoppable Plan,dft,72,rare,True,True,3.09,enchantment,0.1
Unswerving Sloth,dft,34,uncommon,True,True,0.04,,0.288
Valor's Flagship,dft,35,mythic,True,True,1.01,legendary,0.9
Veloheart Bike,dft,184,common,True,True,0.02,,1.0
Venomsac Lagac,dft,185,common,True,True,0.02,,1.0
Veteran Beastrider,dft,226,uncommon,True,True,0.16,,0.288
"Vnwxt, Verbose Host",dft,73,rare,True,True,0.39,legendary,0.16
Voyage Home,dft,227,uncommon,True,True,0.29,,0.288
Voyager Glidecar,dft,36,rare,True,True,0.14,,0.16
Voyager Quickwelder,dft,37,common,True,True,0.10,,1.0
Walking Sarcophagus,dft,246,common,True,True,0.03,,1.0
Wastewood Verge,dft,268,rare,True,True,6.53,,0.004
Waxen Shapethief,dft,74,rare,True,True,0.40,,0.16
Webstrike Elite,dft,186,rare,True,True,0.21,,0.16
Wickerfolk Indomitable,dft,109,uncommon,True,True,0.04,,0.288
Wild Roads,dft,269,uncommon,True,True,0.04,,0.288
Willowrush Verge,dft,270,rare,True,True,4.30,,0.1
Wind-Scarred Crag,dft,271,common,True,True,0.05,,1.0
"Winter, Cursed Rider",dft,228,rare,True,True,0.09,legendary,0.16
Wreckage Wickerfolk,dft,110,common,True,True,0.03,,1.0
Wreck Remover,dft,247,common,True,True,0.02,,1.0
Wretched Doll,dft,111,uncommon,True,True,0.04,,0.288
"Zahur, Glory's Past",dft,229,rare,True,True,0.21,legendary,0.16
