Name,Set,Collector Number,Rarity,Foil,Nonfoil,USD Price,Frame Effects,Estimated Pull Probability
Cemetery Recruitment,fdn,517,common,False,True,0.81,,0.057471
Cephalid Inkmage,fdn,32,uncommon,True,True,0.08,,0.016667
"Chandra, Flameshaper",fdn,81,mythic,True,True,1.56,,0.004902
Charming Prince,fdn,568,rare,False,True,1.17,,0.007752
Chart a Course,fdn,586,uncommon,False,True,0.23,,0.016667
Circuitous Route,fdn,635,uncommon,False,True,0.37,,0.016667
Claws Out,fdn,6,uncommon,True,True,0.17,,0.016667
Clinquant Skymage,fdn,33,uncommon,True,True,0.07,,0.016667
Cloudblazer,fdn,653,uncommon,False,True,0.08,,0.016667
Confiscate,fdn,709,uncommon,True,False,,enchantment,0.016667
Consuming Aberration,fdn,238,rare,True,True,0.24,,0.007752
Corsair Captain,fdn,506,rare,False,True,0.26,,0.007752
Courageous Goblin,fdn,82,common,True,True,0.04,,0.057471
Crackling Cyclops,fdn,83,common,True,True,0.06,,0.057471
Crash Through,fdn,620,common,False,True,0.18,,0.057471
Crawling Barrens,fdn,685,rare,False,True,0.23,,0.007752
Crossway Troublemakers,fdn,518,rare,False,True,0.25,,0.007752
Crow of Dark Tidings,fdn,519,common,False,True,0.25,,0.057471
Crusader of Odric,fdn,569,common,False,True,0.07,,0.057471
Crypt Feaster,fdn,59,common,True,True,0.04,,0.057471
Cryptic Caves,fdn,686,uncommon,False,True,0.16,,0.016667
Crystal Barricade,fdn,7,rare,True,True,2.96,,0.007752
Cultivator's Caravan,fdn,670,rare,False,True,0.20,,0.007752
Curator of Destinies,fdn,34,rare,True,True,0.12,,0.007752
Darksteel Colossus,fdn,671,mythic,False,True,2.50,,0.004902
Dauntless Veteran,fdn,8,uncommon,True,True,0.06,,0.016667
Dawnwing Marshal,fdn,570,uncommon,False,True,0.24,,0.016667
Day of Judgment,fdn,140,rare,True,True,1.52,,0.007752
Dazzling Angel,fdn,9,common,True,True,0.13,,0.057471
Deadly Brew,fdn,654,uncommon,False,True,0.18,,0.016667
Deadly Plot,fdn,520,uncommon,False,True,0.63,,0.016667
Deadly Riposte,fdn,492,common,False,True,0.19,,0.057471
Death Baron,fdn,521,rare,False,True,5.00,,0.007752
Deathmark,fdn,601,uncommon,False,True,0.13,,0.016667
Demolition Field,fdn,687,uncommon,False,True,0.80,,0.016667
Demonic Pact,fdn,602,mythic,False,True,1.86,enchantment,0.004902
Desecration Demon,fdn,603,rare,False,True,0.35,,0.007752
Devout Decree,fdn,571,uncommon,False,True,0.11,,0.016667
Diamond Mare,fdn,672,uncommon,False,True,0.18,,0.016667
Dictate of Kruphix,fdn,587,rare,False,True,1.33,enchantment,0.007752
Dimir Guildgate,fdn,688,common,False,True,0.13,,0.057471
Diregraf Ghoul,fdn,171,uncommon,True,True,0.06,,0.016667
Disenchant,fdn,572,common,False,True,0.20,,0.057471
Dismal Backwater,fdn,261,common,True,True,0.08,,0.057471
Dive Down,fdn,588,common,False,True,0.15,,0.057471
Divine Resilience,fdn,10,uncommon,True,True,0.12,,0.016667
Doubling Season,fdn,216,mythic,True,True,27.93,enchantment,0.004902
Dragon Fodder,fdn,535,common,False,True,0.11,,0.057471
Dragonlord's Servant,fdn,536,uncommon,False,True,0.53,,0.016667
Dragon Mage,fdn,621,uncommon,False,True,0.26,,0.016667
Dragonmaster Outcast,fdn,622,mythic,False,True,1.21,,0.004902
Dragon Trainer,fdn,84,uncommon,True,True,0.09,,0.016667
Drake Hatcher,fdn,35,rare,True,True,0.15,,0.007752
"Drakuseth, Maw of Flames",fdn,193,rare,True,True,0.63,legendary,0.007752
Dread Summons,fdn,604,rare,False,True,0.39,,0.007752
Dreadwing Scavenger,fdn,118,uncommon,True,True,0.10,,0.016667
Driver of the Dead,fdn,605,common,False,True,0.04,,0.057471
Drogskol Reaver,fdn,655,rare,False,True,0.41,,0.007752
Dropkick Bomber,fdn,537,rare,False,True,9.97,,0.007752
Druid of the Cowl,fdn,554,common,False,True,0.38,,0.057471
Dryad Militant,fdn,656,uncommon,False,True,0.14,,0.016667
Duress,fdn,606,common,False,True,0.14,,0.057471
"Dwynen, Gilt-Leaf Daen",fdn,217,uncommon,True,True,0.21,legendary,0.016667
Dwynen's Elite,fdn,218,common,True,True,0.05,,0.057471
Eager Trufflesnout,fdn,102,uncommon,True,True,0.05,,0.016667
Eaten Alive,fdn,172,common,True,True,0.03,,0.057471
Eaten by Piranhas,fdn,507,uncommon,False,True,0.38,enchantment,0.016667
Electroduplicate,fdn,85,rare,True,True,0.76,,0.007752
Elementalist Adept,fdn,36,common,True,True,0.03,,0.057471
"Elenda, Saint of Dusk",fdn,119,rare,True,True,0.59,legendary,0.007752
Elfsworn Giant,fdn,103,common,True,True,0.08,,0.057471
Elspeth's Smite,fdn,493,uncommon,False,True,1.62,,0.016667
Elvish Archdruid,fdn,219,rare,True,True,0.38,,0.007752
Elvish Regrower,fdn,104,uncommon,True,True,0.12,,0.016667
Empyrean Eagle,fdn,239,uncommon,True,True,0.10,,0.016667
Enigma Drake,fdn,657,uncommon,False,True,0.17,,0.016667
Erudite Wizard,fdn,37,common,True,True,0.04,,0.057471
Essence Scatter,fdn,153,uncommon,True,True,0.06,,0.016667
"Etali, Primal Storm",fdn,194,rare,True,True,0.36,legendary,0.007752
Evolving Wilds,fdn,262,common,True,True,0.09,,0.057471
Exclusion Mage,fdn,508,uncommon,False,True,0.26,,0.016667
Exemplar of Light,fdn,11,rare,True,True,2.92,,0.007752
Expedition Map,fdn,724,common,True,False,,,0.057471
Exsanguinate,fdn,173,uncommon,True,True,0.53,,0.016667
Extravagant Replication,fdn,154,rare,True,True,0.42,enchantment,0.007752
Faebloom Trick,fdn,38,uncommon,True,True,0.14,,0.016667
Fake Your Own Death,fdn,174,common,True,True,0.09,,0.057471
Fanatical Firebrand,fdn,195,common,True,True,0.08,,0.057471
Feed the Swarm,fdn,712,common,True,False,,,0.057471
Feldon's Cane,fdn,673,uncommon,False,True,0.35,,0.016667
Felidar Cub,fdn,573,common,False,True,0.21,,0.057471
Felidar Retreat,fdn,574,rare,False,True,1.64,enchantment,0.007752
Felidar Savior,fdn,12,common,True,True,0.07,,0.057471
Felling Blow,fdn,105,uncommon,True,True,0.09,,0.016667
Fiendish Panda,fdn,120,uncommon,True,True,0.10,,0.016667
Fierce Empath,fdn,636,common,False,True,0.17,,0.057471
Fiery Annihilation,fdn,86,uncommon,True,True,0.11,,0.016667
Finale of Revelation,fdn,589,mythic,False,True,0.31,,0.004902
Firebrand Archer,fdn,196,common,True,True,0.10,,0.057471
Fire Elemental,fdn,538,common,False,True,0.20,,0.057471
Fireshrieker,fdn,674,uncommon,False,True,0.27,,0.016667
Firespitter Whelp,fdn,197,uncommon,True,True,0.17,,0.016667
Fishing Pole,fdn,128,uncommon,True,True,0.08,,0.016667
Flamewake Phoenix,fdn,198,rare,True,True,0.18,,0.007752
Flashfreeze,fdn,590,uncommon,False,True,0.09,,0.016667
Fleeting Distraction,fdn,155,common,True,True,0.03,,0.057471
Fleeting Flight,fdn,13,common,True,True,0.05,,0.057471
Fog Bank,fdn,591,uncommon,False,True,0.23,,0.016667
Forest,fdn,280,common,True,True,0.10,,0.057471
Frenzied Goblin,fdn,199,uncommon,True,True,0.11,,0.016667
Fumigate,fdn,575,rare,False,True,0.38,,0.007752
"Fynn, the Fangbearer",fdn,637,uncommon,False,True,0.23,legendary,0.016667
"Garna, Bloodfist of Keld",fdn,658,uncommon,False,True,0.23,legendary,0.016667
Garruk's Uprising,fdn,220,uncommon,True,True,0.64,enchantment,0.016667
Gate Colossus,fdn,675,uncommon,False,True,0.09,,0.016667
Gatekeeper of Malakir,fdn,713,uncommon,True,False,,,0.016667
Gateway Sneak,fdn,592,uncommon,False,True,0.12,,0.016667
Genesis Wave,fdn,221,rare,True,True,0.41,,0.007752
"Ghalta, Primal Hunger",fdn,222,rare,True,True,0.57,legendary,0.007752
Ghitu Lavarunner,fdn,623,common,False,True,0.09,,0.057471
"Giada, Font of Hope",fdn,141,rare,True,True,1.05,legendary,0.007752
Giant Cindermaw,fdn,624,uncommon,False,True,0.19,,0.016667
Giant Growth,fdn,223,common,True,True,0.04,,0.057471
Gigantosaurus,fdn,718,rare,True,False,,,0.007752
Gilded Lotus,fdn,725,rare,True,False,,,0.007752
Gleaming Barrier,fdn,252,common,True,True,0.04,,0.057471
Gnarlback Rhino,fdn,638,uncommon,False,True,0.09,,0.016667
Gnarlid Colony,fdn,224,common,True,True,0.05,,0.057471
Goblin Boarders,fdn,87,common,True,True,0.03,,0.057471
Goblin Firebomb,fdn,562,common,False,True,0.24,,0.057471
Goblin Negotiation,fdn,88,uncommon,True,True,0.14,,0.016667
Goblin Oriflamme,fdn,539,uncommon,False,True,0.30,enchantment,0.016667
Goblin Smuggler,fdn,540,common,False,True,0.20,,0.057471
Goblin Surprise,fdn,200,common,True,True,0.07,,0.057471
Goldvein Pick,fdn,253,common,True,True,0.07,,0.057471
Golgari Guildgate,fdn,689,common,False,True,0.19,,0.057471
Good-Fortune Unicorn,fdn,240,uncommon,True,True,0.12,,0.016667
Gorehorn Raider,fdn,89,common,True,True,0.05,,0.057471
Grappling Kraken,fdn,39,uncommon,True,True,0.14,,0.016667
Gratuitous Violence,fdn,715,rare,True,False,,enchantment,0.007752
Grow from the Ashes,fdn,225,common,True,True,0.05,,0.057471
Gruul Guildgate,fdn,690,common,False,True,0.13,,0.057471
Guarded Heir,fdn,14,uncommon,True,True,0.05,,0.016667
Gutless Plunderer,fdn,60,common,True,True,0.08,,0.057471
Guttersnipe,fdn,716,uncommon,True,False,,,0.016667
"Halana and Alena, Partners",fdn,659,rare,False,True,1.04,legendary,0.007752
Harbinger of the Tides,fdn,593,rare,False,True,0.18,,0.007752
Hare Apparent,fdn,15,common,True,True,4.30,,0.057471
Harmless Offering,fdn,625,rare,False,True,0.54,,0.007752
Healer's Hawk,fdn,142,common,True,True,0.09,,0.057471
Heartfire Immolator,fdn,201,uncommon,True,True,0.04,,0.016667
Hedron Archive,fdn,726,uncommon,True,False,,,0.016667
Helpful Hunter,fdn,16,common,True,True,0.19,,0.057471
Heraldic Banner,fdn,254,uncommon,True,True,0.39,,0.016667
Herald of Eternal Dawn,fdn,17,mythic,True,True,2.25,,0.004902
Herald of Faith,fdn,494,uncommon,False,True,0.22,,0.016667
Heroes' Bane,fdn,639,rare,False,True,0.24,,0.007752
Heroic Reinforcements,fdn,241,uncommon,True,True,0.05,,0.016667
Hero's Downfall,fdn,175,uncommon,True,True,0.10,,0.016667
Hidetsugu's Second Rite,fdn,202,uncommon,True,True,0.05,,0.016667
Highborn Vampire,fdn,522,common,False,True,0.15,,0.057471
High Fae Trickster,fdn,40,rare,True,True,2.72,,0.007752
High-Society Hunter,fdn,61,rare,True,True,0.95,,0.007752
Hinterland Sanctifier,fdn,730,common,True,True,0.52,,0.057471
Hoarding Dragon,fdn,626,uncommon,False,True,0.15,,0.016667
Homunculus Horde,fdn,41,rare,True,True,0.87,,0.007752
Hungry Ghoul,fdn,62,common,True,True,0.03,,0.057471
Icewind Elemental,fdn,42,common,True,True,0.05,,0.057471
Immersturm Predator,fdn,660,rare,False,True,0.20,,0.007752
Impact Tremors,fdn,717,common,True,False,,enchantment,0.057471
Imperious Perfect,fdn,719,uncommon,True,False,,,0.016667
Imprisoned in the Moon,fdn,156,uncommon,True,True,0.14,enchantment,0.016667
Incinerating Blast,fdn,90,common,True,True,0.06,,0.057471
Infernal Vessel,fdn,63,uncommon,True,True,0.11,,0.016667
Infestation Sage,fdn,64,common,True,True,0.09,,0.057471
Ingenious Leonin,fdn,495,uncommon,False,True,0.22,,0.016667
Inspiration from Beyond,fdn,43,uncommon,True,True,0.11,,0.016667
Inspiring Call,fdn,226,uncommon,True,True,0.36,,0.016667
Inspiring Overseer,fdn,496,common,False,True,0.20,,0.057471
Inspiring Paladin,fdn,18,common,True,True,0.04,,0.057471
Into the Roil,fdn,509,common,False,True,0.09,,0.057471
Involuntary Employment,fdn,203,common,True,True,0.03,,0.057471
Island,fdn,274,common,True,True,0.07,,0.057471
Izzet Guildgate,fdn,691,common,False,True,0.13,,0.057471
Jazal Goldmane,fdn,497,rare,False,True,0.42,legendary,0.007752
Joraga Invocation,fdn,555,uncommon,False,True,0.19,,0.016667
Joust Through,fdn,19,uncommon,True,True,0.06,,0.016667
Juggernaut,fdn,255,uncommon,True,True,0.03,,0.016667
Jungle Hollow,fdn,263,common,True,True,0.06,,0.057471
"Kaito, Cunning Infiltrator",fdn,44,mythic,True,True,3.16,,0.004902
Kalastria Highborn,fdn,607,rare,False,True,0.62,,0.007752
Kargan Dragonrider,fdn,541,common,False,True,0.22,,0.057471
"Kellan, Planar Trailblazer",fdn,91,rare,True,True,0.23,legendary,0.007752
Kindled Fury,fdn,542,common,False,True,0.42,,0.057471
"Kiora, the Rising Tide",fdn,45,rare,True,True,2.13,legendary,0.007752
Kitesail Corsair,fdn,510,common,False,True,0.25,,0.057471
Knight of Grace,fdn,576,uncommon,False,True,0.17,,0.016667
Knight of Malice,fdn,608,uncommon,False,True,0.16,,0.016667
"Koma, World-Eater",fdn,121,rare,True,True,1.28,legendary,0.007752
"Krenko, Mob Boss",fdn,204,rare,True,True,1.12,legendary,0.007752
"Kykar, Zephyr Awakener",fdn,122,rare,True,True,0.33,legendary,0.007752
"Lathliss, Dragon Queen",fdn,627,rare,False,True,2.57,legendary,0.007752
"Lathril, Blade of the Elves",fdn,242,rare,True,True,0.37,legendary,0.007752
Leonin Skyhunter,fdn,498,uncommon,False,True,0.53,,0.016667
Leonin Vanguard,fdn,499,uncommon,False,True,0.49,,0.016667
Leyline Axe,fdn,129,rare,True,True,2.84,,0.007752
Lightshell Duo,fdn,157,common,True,True,0.02,,0.057471
"Liliana, Dreadhorde General",fdn,176,mythic,True,True,5.35,,0.004902
"Linden, the Steadfast Queen",fdn,577,rare,False,True,0.28,legendary,0.007752
Llanowar Elves,fdn,227,common,True,True,0.19,,0.057471
"Loot, Exuberant Explorer",fdn,106,rare,True,True,3.71,legendary,0.007752
Luminous Rebuke,fdn,20,common,True,True,0.05,,0.057471
Lunar Insight,fdn,46,rare,True,True,0.28,,0.007752
Lyra Dawnbringer,fdn,707,mythic,True,False,,legendary,0.004902
Maalfeld Twins,fdn,523,uncommon,False,True,0.22,,0.016667
Macabre Waltz,fdn,177,common,True,True,0.05,,0.057471
Maelstrom Pulse,fdn,661,rare,False,True,0.37,,0.007752
Magnigoth Sentry,fdn,556,common,False,True,0.38,,0.057471
Make a Stand,fdn,708,uncommon,True,False,,,0.016667
Make Your Move,fdn,143,common,True,True,0.03,,0.057471
Marauding Blight-Priest,fdn,178,common,True,True,0.11,,0.057471
Massacre Wurm,fdn,714,mythic,True,False,,,0.004902
Mazemind Tome,fdn,676,rare,False,True,0.26,,0.007752
Maze's End,fdn,727,mythic,True,False,,,0.004902
Mentor of the Meek,fdn,578,rare,False,True,0.20,,0.007752
Meteor Golem,fdn,256,uncommon,True,True,0.14,,0.016667
Micromancer,fdn,158,uncommon,True,True,0.04,,0.016667
Midnight Reaper,fdn,609,rare,False,True,0.26,,0.007752
Midnight Snack,fdn,65,uncommon,True,True,0.08,enchantment,0.016667
Mild-Mannered Librarian,fdn,228,uncommon,True,True,0.02,,0.016667
Mindsparker,fdn,628,uncommon,False,True,0.11,,0.016667
Mischievous Mystic,fdn,47,uncommon,True,True,0.24,,0.016667
Mischievous Pup,fdn,144,uncommon,True,True,0.03,,0.016667
Mocking Sprite,fdn,159,common,True,True,0.04,,0.057471
Mold Adder,fdn,640,uncommon,False,True,0.16,,0.016667
Moment of Craving,fdn,524,common,False,True,0.09,,0.057471
Moment of Triumph,fdn,500,common,False,True,0.40,,0.057471
Mortify,fdn,662,uncommon,False,True,0.30,,0.016667
Mossborn Hydra,fdn,107,rare,True,True,5.48,,0.007752
Mountain,fdn,278,common,True,True,0.17,,0.057471
"Muldrotha, the Gravetide",fdn,243,mythic,True,True,4.82,legendary,0.004902
Myojin of Night's Reach,fdn,610,rare,False,True,0.23,legendary,0.007752
Mystical Teachings,fdn,594,uncommon,False,True,0.10,,0.016667
Mystic Archaeologist,fdn,511,rare,False,True,0.22,,0.007752
Needletooth Pack,fdn,108,uncommon,True,True,0.06,,0.016667
Negate,fdn,710,common,True,False,,,0.057471
Nessian Hornbeetle,fdn,229,uncommon,True,True,0.03,,0.016667
New Horizons,fdn,557,common,False,True,0.43,enchantment,0.057471
Nine-Lives Familiar,fdn,66,rare,True,True,1.00,,0.007752
"Niv-Mizzet, Visionary",fdn,123,mythic,True,True,5.72,legendary,0.004902
Nullpriest of Oblivion,fdn,611,rare,False,True,0.38,,0.007752
Obliterating Bolt,fdn,629,uncommon,False,True,0.30,,0.016667
Offer Immortality,fdn,525,common,False,True,0.25,,0.057471
Omniscience,fdn,161,mythic,True,True,5.65,enchantment,0.004902
Opt,fdn,512,common,False,True,0.12,,0.057471
Ordeal of Nylea,fdn,641,uncommon,False,True,0.18,enchantment,0.016667
Orzhov Guildgate,fdn,692,common,False,True,0.13,,0.057471
Overrun,fdn,230,uncommon,True,True,0.18,,0.016667
"Ovika, Enigma Goliath",fdn,663,rare,False,True,0.27,legendary,0.007752
Pacifism,fdn,501,common,False,True,0.22,enchantment,0.057471
Painful Quandary,fdn,179,rare,True,True,1.00,enchantment,0.007752
Pelakka Wurm,fdn,720,uncommon,True,False,,,0.016667
Perforating Artist,fdn,124,uncommon,True,True,0.12,,0.016667
Phyrexian Arena,fdn,180,rare,True,True,1.73,enchantment,0.007752
Pilfer,fdn,181,common,True,True,0.05,,0.057471
Pirate's Cutlass,fdn,563,common,False,True,0.18,,0.057471
Plains,fdn,272,common,True,True,0.12,,0.057471
Prayer of Binding,fdn,502,uncommon,False,True,0.46,enchantment,0.016667
Predator Ooze,fdn,642,rare,False,True,0.68,,0.007752
Preposterous Proportions,fdn,109,rare,True,True,0.88,,0.007752
Prideful Parent,fdn,21,common,True,True,0.05,,0.057471
Primal Might,fdn,643,rare,False,True,0.18,,0.007752
Prime Speaker Zegana,fdn,664,rare,False,True,0.21,legendary,0.007752
Primeval Bounty,fdn,644,mythic,False,True,0.58,enchantment,0.004902
Progenitus,fdn,244,mythic,True,True,1.28,legendary,0.004902
Pulse Tracker,fdn,612,common,False,True,0.13,,0.057471
Pyromancer's Goggles,fdn,677,mythic,False,True,1.22,legendary,0.004902
Quakestrider Ceratops,fdn,110,uncommon,True,True,0.19,,0.016667
Quick-Draw Katana,fdn,130,common,True,True,0.05,,0.057471
Quick Study,fdn,513,common,False,True,0.29,,0.057471
Quilled Greatwurm,fdn,111,mythic,True,True,5.50,,0.004902
Raging Redcap,fdn,543,common,False,True,0.21,,0.057471
Raise the Past,fdn,22,rare,True,True,1.66,,0.007752
Rakdos Guildgate,fdn,693,common,False,True,0.14,,0.057471
"Ramos, Dragon Engine",fdn,678,mythic,False,True,3.93,legendary,0.004902
Rampaging Baloths,fdn,645,rare,False,True,0.54,,0.007752
Rapacious Dragon,fdn,544,common,False,True,0.38,,0.057471
Ravenous Amulet,fdn,131,uncommon,True,True,0.09,,0.016667
Ravenous Giant,fdn,630,uncommon,False,True,0.13,,0.016667
Reassembling Skeleton,fdn,182,uncommon,True,True,0.14,,0.016667
Reclamation Sage,fdn,231,uncommon,True,True,0.23,,0.016667
Redcap Gutter-Dweller,fdn,631,rare,False,True,0.16,,0.007752
Refute,fdn,48,common,True,True,0.10,,0.057471
Regal Caracal,fdn,579,rare,False,True,1.49,,0.007752
Release the Dogs,fdn,580,uncommon,False,True,0.22,,0.016667
Resolute Reinforcements,fdn,145,uncommon,True,True,0.10,,0.016667
Revenge of the Rats,fdn,67,uncommon,True,True,0.20,,0.016667
Rise of the Dark Realms,fdn,183,mythic,True,True,3.67,,0.004902
Rite of Replication,fdn,711,rare,True,False,,,0.007752
Rite of the Dragoncaller,fdn,92,mythic,True,True,3.56,enchantment,0.004902
River's Rebuke,fdn,595,rare,False,True,0.63,,0.007752
Rogue's Passage,fdn,264,uncommon,True,True,0.47,,0.016667
"Ruby, Daring Tracker",fdn,245,uncommon,True,True,0.06,legendary,0.016667
Rugged Highlands,fdn,265,common,True,True,0.05,,0.057471
Run Away Together,fdn,162,common,True,True,0.03,,0.057471
Rune-Scarred Demon,fdn,184,rare,True,True,0.76,,0.007752
Rune-Sealed Wall,fdn,49,uncommon,True,True,0.14,,0.016667
Sanguine Indulgence,fdn,613,common,False,True,0.09,,0.057471
Sanguine Syphoner,fdn,68,common,True,True,0.09,,0.057471
Savage Ventmaw,fdn,665,uncommon,False,True,0.76,,0.016667
Savannah Lions,fdn,146,uncommon,True,True,0.06,,0.016667
Scavenging Ooze,fdn,232,rare,True,True,0.21,,0.007752
Scorching Dragonfire,fdn,545,common,False,True,0.38,,0.057471
Scoured Barrens,fdn,266,common,True,True,0.09,,0.057471
Scrawling Crawler,fdn,132,rare,True,True,5.07,,0.007752
Searslicer Goblin,fdn,93,rare,True,True,1.84,,0.007752
Secluded Courtyard,fdn,267,uncommon,True,True,0.17,,0.016667
Seeker's Folly,fdn,69,uncommon,True,True,0.05,,0.016667
Seismic Rupture,fdn,205,uncommon,True,True,0.04,,0.016667
Seize the Spoils,fdn,546,common,False,True,0.37,,0.057471
Selesnya Guildgate,fdn,694,common,False,True,0.12,,0.057471
Self-Reflection,fdn,163,uncommon,True,True,0.06,,0.016667
Serra Angel,fdn,147,uncommon,True,True,0.07,,0.016667
Shipwreck Dowser,fdn,596,uncommon,False,True,0.07,,0.016667
Shivan Dragon,fdn,206,uncommon,True,True,0.06,,0.016667
Simic Guildgate,fdn,695,common,False,True,0.14,,0.057471
Sire of Seven Deaths,fdn,1,mythic,True,True,22.37,,0.004902
Skeleton Archer,fdn,526,common,False,True,0.18,,0.057471
Skyknight Squire,fdn,23,rare,True,True,0.83,,0.007752
Skyraker Giant,fdn,547,common,False,True,0.37,,0.057471
Skyship Buccaneer,fdn,50,uncommon,True,True,0.03,,0.016667
Slagstorm,fdn,207,rare,True,True,0.21,,0.007752
Slumbering Cerberus,fdn,94,uncommon,True,True,0.05,,0.016667
Snakeskin Veil,fdn,233,uncommon,True,True,0.15,,0.016667
Solemn Simulacrum,fdn,257,rare,True,True,0.41,,0.007752
Sorcerous Spyglass,fdn,679,uncommon,False,True,0.10,,0.016667
Soul-Guide Lantern,fdn,680,uncommon,False,True,0.16,,0.016667
Soul-Shackled Zombie,fdn,70,common,True,True,0.04,,0.057471
Soulstone Sanctuary,fdn,133,rare,True,True,3.22,,0.007752
