Name,Set,Collector Number,Rarity,Foil,Nonfoil,USD Price,Frame Effects,Estimated Pull Probability
Ecstatic Awakener // Awoken Demon,inr,107,common,True,True,0.02,,0.106383
Edgar Markov,inr,234,mythic,True,True,31.57,legendary,0.005747
Edgar's Awakening,inr,108,uncommon,True,True,0.03,,0.028846
Elder Deep-Fiend,inr,4,rare,True,True,0.16,,0.013699
Eldritch Evolution,inr,195,rare,True,True,1.18,,0.013699
"Emrakul, the Promised End",inr,5,mythic,True,True,20.86,legendary,0.005747
Epitaph Golem,inr,262,common,True,True,0.03,,0.106383
Essence Flux,inr,64,common,True,True,0.21,,0.106383
Evolving Wilds,inr,278,common,True,True,0.07,,0.106383
Faithless Looting,inr,151,common,True,True,0.22,,0.106383
Faith Unbroken,inr,21,uncommon,True,True,0.04,enchantment,0.028846
Falkenrath Gorger,inr,152,rare,True,True,0.13,,0.013699
Falkenrath Torturer,inr,109,common,True,True,0.01,,0.106383
Festerhide Boar,inr,196,common,True,True,0.02,,0.106383
Festival Crasher,inr,153,common,True,True,0.01,,0.106383
Fiend Hunter,inr,22,uncommon,True,True,0.10,,0.028846
Fiery Temper,inr,154,uncommon,True,True,0.10,,0.028846
Fleshtaker,inr,235,uncommon,True,True,0.04,,0.028846
Forbidden Alchemy,inr,65,uncommon,True,True,0.03,,0.028846
Forest,inr,296,common,True,True,0.20,,0.106383
Furyblade Vampire,inr,155,uncommon,True,True,0.04,,0.028846
Galvanic Iteration,inr,236,rare,True,True,0.18,,0.013699
Galvanic Juggernaut,inr,263,uncommon,True,True,0.02,,0.028846
"Garruk Relentless // Garruk, the Veil-Cursed",inr,197,mythic,True,True,0.90,,0.005747
Gather the Townsfolk,inr,23,common,True,True,0.03,,0.106383
Geier Reach Bandit // Vildin-Pack Alpha,inr,156,uncommon,True,True,0.11,,0.028846
Geistcatcher's Rig,inr,264,uncommon,True,True,0.03,,0.028846
Geistlight Snare,inr,66,uncommon,True,True,0.03,,0.028846
Ghoulish Procession,inr,110,uncommon,True,True,0.09,enchantment,0.028846
Ghoultree,inr,198,uncommon,True,True,0.12,,0.028846
Gisa and Geralf,inr,237,rare,True,True,0.29,legendary,0.013699
Gisa's Bidding,inr,111,common,True,True,0.02,,0.106383
"Gisela, the Broken Blade",inr,24,mythic,True,True,19.70,legendary,0.005747
Gluttonous Guest,inr,112,common,True,True,0.03,,0.106383
Graf Rats,inr,113,uncommon,True,True,0.03,,0.028846
Grapple with the Past,inr,199,common,True,True,0.03,,0.106383
Gravecrawler,inr,114,rare,True,True,1.04,,0.013699
"Grimgrin, Corpse-Born",inr,239,mythic,True,True,1.57,legendary,0.005747
Griselbrand,inr,115,mythic,True,True,3.25,legendary,0.005747
Grizzled Angler // Grisly Anglerfish,inr,67,uncommon,True,True,0.02,,0.028846
Grizzly Ghoul,inr,240,uncommon,True,True,0.04,,0.028846
Groundskeeper,inr,200,uncommon,True,True,0.04,,0.028846
Gryff's Boon,inr,25,uncommon,True,True,0.08,enchantment,0.028846
Guardian of Pilgrims,inr,26,common,True,True,0.04,,0.106383
Hamlet Captain,inr,201,uncommon,True,True,0.02,,0.028846
Hanweir Battlements,inr,279,rare,True,True,1.26,,0.013699
Hanweir Garrison,inr,157a,rare,True,True,0.81,,0.013699
"Hanweir, the Writhing Township",inr,157b,rare,True,True,,legendary,0.013699
Hanweir Watchkeep // Bane of Hanweir,inr,158,common,True,True,0.01,,0.106383
Harvest Hand // Scrounged Scythe,inr,265,common,True,True,0.02,,0.106383
Haunted Dead,inr,116,uncommon,True,True,0.07,,0.028846
Haunted Ridge,inr,280,rare,True,True,4.04,,0.013699
Heartless Summoning,inr,117,rare,True,True,0.60,enchantment,0.013699
Helvault,inr,266,rare,True,True,0.17,legendary,0.013699
Hermit Druid,inr,202,rare,True,True,7.71,,0.013699
Hinterland Logger // Timber Shredder,inr,203,common,True,True,0.03,,0.106383
Honeymoon Hearse,inr,159,uncommon,True,True,0.02,,0.028846
Hopeful Initiate,inr,27,rare,True,True,0.24,,0.013699
Howlpack Resurgence,inr,204,uncommon,True,True,0.11,enchantment,0.028846
Hullbreaker Horror,inr,68,rare,True,True,1.89,,0.013699
Hungry Ridgewolf,inr,160,common,True,True,0.02,,0.106383
Huntmaster of the Fells // Ravager of the Fells,inr,241,rare,True,True,1.09,,0.013699
Imprisoned in the Moon,inr,69,common,True,True,0.13,enchantment,0.106383
Indulgent Aristocrat,inr,118,uncommon,True,True,0.11,,0.028846
Infernal Grasp,inr,119,uncommon,True,True,0.41,,0.028846
Inspiring Captain,inr,28,common,True,True,0.05,,0.106383
Intangible Virtue,inr,29,uncommon,True,True,0.14,enchantment,0.028846
Intrepid Provisioner,inr,205,common,True,True,0.03,,0.106383
Invasion of Innistrad // Deluge of the Dead,inr,120,rare,True,True,0.22,enchantment,0.013699
Island,inr,290,common,True,True,0.16,,0.106383
It of the Horrid Swarm,inr,6,common,True,True,0.04,,0.106383
"Jace, Unraveler of Secrets",inr,70,mythic,True,True,1.15,,0.005747
Join the Dance,inr,242,uncommon,True,True,0.02,,0.028846
Killing Wave,inr,121,uncommon,True,True,0.17,,0.028846
Kruin Outlaw // Terror of Kruin Pass,inr,161,rare,True,True,0.25,,0.013699
Laboratory Maniac,inr,71,uncommon,True,True,0.96,,0.028846
Lantern Bearer // Lanterns' Lift,inr,72,common,True,True,0.03,enchantment,0.106383
"Liesa, Forgotten Archangel",inr,243,rare,True,True,0.87,legendary,0.013699
Lightning Axe,inr,162,uncommon,True,True,0.10,,0.028846
Lightning Mauler,inr,163,uncommon,True,True,0.02,,0.028846
Liliana of the Veil,inr,475,mythic,True,True,8.33,,0.005747
Lingering Souls,inr,30,uncommon,True,True,0.07,,0.028846
Lumberknot,inr,206,uncommon,True,True,0.05,,0.028846
Lunarch Mantle,inr,31,common,True,True,0.04,enchantment,0.106383
Lunarch Veteran // Luminous Phantom,inr,32,common,True,True,0.07,,0.106383
Lupine Prototype,inr,267,uncommon,True,True,0.05,,0.028846
Maelstrom Pulse,inr,244,rare,True,True,0.23,,0.013699
Makeshift Mauler,inr,73,common,True,True,0.01,,0.106383
Markov Waltzer,inr,245,uncommon,True,True,0.03,,0.028846
Mass Hysteria,inr,164,rare,True,True,1.64,enchantment,0.013699
Mausoleum Guard,inr,33,uncommon,True,True,0.02,,0.028846
Mausoleum Wanderer,inr,74,rare,True,True,0.17,,0.013699
Mayor of Avabruck // Howlpack Alpha,inr,207,rare,True,True,0.23,,0.013699
Memory Deluge,inr,75,rare,True,True,0.19,,0.013699
Mentor of the Meek,inr,34,uncommon,True,True,0.17,,0.028846
Metallic Mimic,inr,268,rare,True,True,1.36,,0.013699
Midnight Scavengers,inr,123,common,True,True,0.02,,0.106383
Mirrorwing Dragon,inr,165,mythic,True,True,0.81,,0.005747
Mist Raven,inr,76,uncommon,True,True,0.03,,0.028846
Moldgraf Millipede,inr,208,common,True,True,0.02,,0.106383
Moonlight Hunt,inr,209,uncommon,True,True,0.07,,0.028846
Morbid Opportunist,inr,124,uncommon,True,True,0.20,,0.028846
Morkrut Banshee,inr,125,uncommon,True,True,0.02,,0.028846
Mountain,inr,294,common,True,True,0.13,,0.106383
Murderous Compulsion,inr,126,common,True,True,0.02,,0.106383
Mystic Retrieval,inr,77,uncommon,True,True,0.11,,0.028846
Nebelgast Herald,inr,78,uncommon,True,True,0.04,,0.028846
Necroduality,inr,79,mythic,True,True,9.29,enchantment,0.005747
Neglected Heirloom // Ashmouth Blade,inr,269,uncommon,True,True,0.04,,0.028846
Neonate's Rush,inr,166,common,True,True,0.02,,0.106383
Niblis of the Urn,inr,35,uncommon,True,True,0.09,,0.028846
Noose Constrictor,inr,210,uncommon,True,True,0.07,,0.028846
"Odric, Lunarch Marshal",inr,36,rare,True,True,0.31,legendary,0.013699
Olivia's Dragoon,inr,127,common,True,True,0.03,,0.106383
Olivia Voldaren,inr,246,mythic,True,True,4.42,legendary,0.005747
Overcharged Amalgam,inr,80,rare,True,True,0.19,,0.013699
Overgrown Farmland,inr,281,rare,True,True,2.59,,0.013699
Pack Guardian,inr,211,uncommon,True,True,0.03,,0.028846
Plains,inr,288,common,True,True,0.14,,0.106383
Rally the Peasants,inr,37,uncommon,True,True,0.02,,0.028846
Reckless Scholar,inr,81,common,True,True,0.03,,0.106383
Reforge the Soul,inr,167,rare,True,True,1.54,miracle,0.013699
Restless Bloodseeker // Bloodsoaked Reveler,inr,128,uncommon,True,True,0.05,,0.028846
Restoration Angel,inr,38,rare,True,True,0.23,,0.013699
Rise from the Tides,inr,82,uncommon,True,True,0.05,,0.028846
Rockfall Vale,inr,282,rare,True,True,2.02,,0.013699
Rooftop Storm,inr,83,rare,True,True,1.55,enchantment,0.013699
Runebound Wolf,inr,168,uncommon,True,True,0.04,,0.028846
Sanitarium Skeleton,inr,129,common,True,True,0.03,,0.106383
Savage Alliance,inr,169,uncommon,True,True,0.05,,0.028846
Scorned Villager // Moonscarred Werewolf,inr,212,common,True,True,0.04,,0.106383
Second Harvest,inr,213,rare,True,True,1.58,,0.013699
Seize the Storm,inr,170,common,True,True,0.02,,0.106383
Sever the Bloodline,inr,130,uncommon,True,True,0.04,,0.028846
Shattered Sanctum,inr,283,rare,True,True,6.00,,0.013699
Shipwreck Marsh,inr,284,rare,True,True,3.29,,0.013699
Shrill Howler // Howling Chorus,inr,214,uncommon,True,True,0.04,,0.028846
Siege Zombie,inr,131,common,True,True,0.06,,0.106383
"Sigarda, Host of Herons",inr,247,mythic,True,True,1.40,legendary,0.005747
Silent Departure,inr,84,common,True,True,0.02,,0.106383
Skirsdag High Priest,inr,132,rare,True,True,0.14,,0.013699
Slayer of the Wicked,inr,39,uncommon,True,True,0.03,,0.028846
Smoldering Werewolf // Erupting Dreadwolf,inr,171,uncommon,True,True,0.04,,0.028846
Snapcaster Mage,inr,478,mythic,True,True,13.47,,0.005747
Somberwald Sage,inr,215,uncommon,True,True,0.23,,0.028846
"Sorin, Imperious Bloodlord",inr,133,mythic,True,True,5.05,,0.005747
Soulcipher Board // Cipherbound Spirit,inr,85,uncommon,True,True,0.04,,0.028846
Soul-Guide Gryff,inr,40,common,True,True,0.03,,0.106383
Soul Separator,inr,270,uncommon,True,True,0.05,,0.028846
Spectral Shepherd,inr,41,uncommon,True,True,0.06,,0.028846
Spell Queller,inr,248,rare,True,True,0.25,,0.013699
Spider Spawning,inr,216,uncommon,True,True,0.09,,0.028846
Splinterfright,inr,217,uncommon,True,True,0.08,,0.028846
Spontaneous Mutation,inr,86,common,True,True,0.04,enchantment,0.106383
Spore Crawler,inr,218,common,True,True,0.02,,0.106383
Stensia Masquerade,inr,172,uncommon,True,True,0.16,enchantment,0.028846
Stitched Mangler,inr,87,common,True,True,0.05,,0.106383
Stitcher's Graft,inr,271,rare,True,True,0.11,,0.013699
Stormcarved Coast,inr,285,rare,True,True,2.78,,0.013699
Strength of Arms,inr,42,common,True,True,0.04,,0.106383
Stromkirk Occultist,inr,173,uncommon,True,True,0.04,,0.028846
Subjugator Angel,inr,43,uncommon,True,True,0.11,,0.028846
Summary Dismissal,inr,88,uncommon,True,True,0.05,,0.028846
Sundown Pass,inr,286,rare,True,True,4.69,,0.013699
Swamp,inr,292,common,True,True,0.26,,0.106383
Syncopate,inr,89,common,True,True,0.02,,0.106383
"Tamiyo, Field Researcher",inr,249,mythic,True,True,1.07,,0.005747
Tamiyo's Journal,inr,272,rare,True,True,0.88,legendary,0.013699
Temporal Mastery,inr,90,mythic,True,True,3.74,,0.005747
"Thalia, Heretic Cathar",inr,44,rare,True,True,1.00,legendary,0.013699
The Gitrog Monster,inr,238,mythic,True,True,3.39,legendary,0.005747
The Meathook Massacre,inr,122,mythic,True,True,21.11,"enchantment,legendary",0.005747
Thermo-Alchemist,inr,174,uncommon,True,True,0.13,,0.028846
Thing in the Ice // Awoken Horror,inr,91,rare,True,True,0.47,,0.013699
Think Twice,inr,92,common,True,True,0.02,,0.106383
Thraben Inspector,inr,45,common,True,True,0.07,,0.106383
Through the Breach,inr,175,mythic,True,True,0.47,,0.005747
Tireless Tracker,inr,219,rare,True,True,0.40,,0.013699
"Torens, Fist of the Angels",inr,250,rare,True,True,0.24,legendary,0.013699
Tower Geist,inr,93,common,True,True,0.04,,0.106383
Town Gossipmonger // Incited Rabble,inr,46,uncommon,True,True,0.01,,0.028846
Tragic Slip,inr,134,common,True,True,0.12,,0.106383
Traveler's Amulet,inr,273,common,True,True,0.03,,0.106383
Travel Preparations,inr,220,uncommon,True,True,0.04,,0.028846
Traverse the Ulvenwald,inr,221,rare,True,True,0.39,,0.013699
Tree of Perdition,inr,135,rare,True,True,21.58,,0.013699
Triskaidekaphobia,inr,136,uncommon,True,True,0.04,enchantment,0.028846
Twinblade Geist // Twinblade Invocation,inr,47,uncommon,True,True,0.05,enchantment,0.028846
Ulrich's Kindred,inr,176,uncommon,True,True,0.06,,0.028846
Ulvenwald Mysteries,inr,222,uncommon,True,True,0.03,enchantment,0.028846
Uncaged Fury,inr,177,uncommon,True,True,0.04,,0.028846
Unnatural Growth,inr,223,rare,True,True,1.38,enchantment,0.013699
Valorous Stance,inr,48,uncommon,True,True,0.07,,0.028846
Vanquish the Horde,inr,49,rare,True,True,1.31,,0.013699
Vexing Devil,inr,178,rare,True,True,0.40,,0.013699
Vilespawn Spider,inr,251,uncommon,True,True,0.05,,0.028846
Village Messenger // Moonrise Intruder,inr,179,common,True,True,0.03,,0.106383
Village Rites,inr,137,common,True,True,0.17,,0.106383
Villagers of Estwald // Howlpack of Estwald,inr,224,common,True,True,0.02,,0.106383
Voice of the Blessed,inr,50,rare,True,True,0.76,,0.013699
Voldaren Ambusher,inr,180,uncommon,True,True,0.03,,0.028846
Voldaren Bloodcaster // Bloodbat Summoner,inr,138,rare,True,True,0.18,,0.013699
Voldaren Duelist,inr,181,common,True,True,0.02,,0.106383
Voldaren Epicure,inr,182,common,True,True,0.11,,0.106383
Wandering Mind,inr,252,uncommon,True,True,0.03,,0.028846
Wedding Announcement // Wedding Festivity,inr,51,rare,True,True,0.38,enchantment,0.013699
"Westvale Abbey // Ormendahl, Profane Prince",inr,287,rare,True,True,1.02,legendary,0.013699
Wild-Field Scarecrow,inr,274,common,True,True,0.03,,0.106383
Wild Hunger,inr,225,uncommon,True,True,0.02,,0.028846
Wrenn and Seven,inr,226,mythic,True,True,1.83,,0.005747
Wretched Gryff,inr,7,common,True,True,0.03,,0.106383
Wretched Throng,inr,94,common,True,True,0.04,,0.106383
Young Wolf,inr,227,common,True,True,0.06,,0.106383
Zealous Conscripts,inr,183,rare,True,True,0.22,,0.013699
