Name,Set,Collector Number,Rarity,Foil,Nonfoil,USD Price,Frame Effects,Estimated Pull Probability
"Loot, the Pathfinder",dft,212,mythic,True,True,1.15,legendary,0.008333
Lotusguard Disciple,dft,21,common,True,True,0.02,,0.104167
Loxodon Surveyor,dft,167,common,True,True,0.02,,0.104167
Lumbering Worldwagon,dft,168,rare,True,True,0.59,,0.016667
Magmakin Artillerist,dft,137,common,True,True,0.11,,0.104167
Marauding Mako,dft,138,uncommon,True,True,0.71,,0.03
March of the World Ooze,dft,169,mythic,True,True,2.42,enchantment,0.008333
Marketback Walker,dft,235,rare,True,True,1.08,,0.016667
Marshals' Pathcruiser,dft,236,uncommon,True,True,0.02,,0.03
Maximum Overdrive,dft,96,common,True,True,0.04,,0.104167
Memory Guardian,dft,49,uncommon,True,True,0.14,,0.03
"Mendicant Core, Guidelight",dft,213,rare,True,True,0.66,legendary,0.016667
Midnight Mangler,dft,50,common,True,True,0.03,,0.104167
Migrating Ketradon,dft,170,common,True,True,0.01,,0.104167
"Mimeoplasm, Revered One",dft,214,mythic,True,True,0.35,legendary,0.008333
Mindspring Merfolk,dft,51,rare,True,True,0.36,,0.016667
Molt Tender,dft,171,uncommon,True,True,0.29,,0.03
Momentum Breaker,dft,97,uncommon,True,True,0.31,enchantment,0.03
Monument to Endurance,dft,237,rare,True,True,7.22,,0.016667
Mountain,dft,286,common,True,True,0.09,,0.104167
Muraganda Raceway,dft,257,rare,True,True,1.37,,0.016667
Mutant Surveyor,dft,98,common,True,True,0.02,,0.104167
"Mu Yanling, Wind Rider",dft,52,mythic,True,True,0.78,legendary,0.008333
Nesting Bot,dft,22,uncommon,True,True,0.12,,0.03
Night Market,dft,258,common,True,True,0.04,,0.104167
Nimble Thopterist,dft,53,common,True,True,0.02,,0.104167
Oildeep Gearhulk,dft,215,mythic,True,True,1.52,,0.008333
Ooze Patrol,dft,172,uncommon,True,True,0.03,,0.03
Outpace Oblivion,dft,139,uncommon,True,True,0.04,enchantment,0.03
"Oviya, Automech Artisan",dft,173,rare,True,True,0.96,legendary,0.016667
Pacesetter Paragon,dft,140,uncommon,True,True,0.01,,0.03
Pactdoll Terror,dft,99,common,True,True,0.09,,0.104167
Pedal to the Metal,dft,141,common,True,True,0.02,,0.104167
Perilous Snare,dft,23,rare,True,True,0.23,,0.016667
Pit Automaton,dft,238,uncommon,True,True,0.07,,0.03
Plains,dft,277,common,True,True,0.08,,0.104167
Plow Through,dft,174,uncommon,True,True,0.03,,0.03
Point the Way,dft,175,uncommon,True,True,0.07,enchantment,0.03
Possession Engine,dft,54,rare,True,True,0.10,,0.016667
Pothole Mole,dft,176,common,True,True,0.01,,0.104167
Pride of the Road,dft,24,uncommon,True,True,0.04,,0.03
Prowcatcher Specialist,dft,142,common,True,True,0.01,,0.104167
Push the Limit,dft,143,uncommon,True,True,0.03,,0.03
Pyrewood Gearhulk,dft,216,mythic,True,True,0.98,,0.008333
Quag Feast,dft,100,rare,True,True,0.17,,0.016667
Racers' Scoreboard,dft,239,uncommon,True,True,0.08,,0.03
Radiant Lotus,dft,240,mythic,True,True,4.95,,0.008333
Rangers' Aetherhive,dft,217,uncommon,True,True,0.02,,0.03
Rangers' Refueler,dft,55,uncommon,True,True,0.02,,0.03
Reckless Velocitaur,dft,144,uncommon,True,True,0.02,,0.03
"Redshift, Rocketeer Chief",dft,218,rare,True,True,0.21,legendary,0.016667
Reef Roads,dft,259,uncommon,True,True,0.03,,0.03
Regal Imperiosaur,dft,177,rare,True,True,0.42,,0.016667
Repurposing Bay,dft,56,rare,True,True,0.95,,0.016667
Ride's End,dft,25,common,True,True,0.10,,0.104167
Ripclaw Wrangler,dft,101,common,True,True,0.02,,0.104167
Riptide Gearhulk,dft,219,mythic,True,True,5.33,,0.008333
Rise from the Wreck,dft,178,uncommon,True,True,0.06,,0.03
Risen Necroregent,dft,102,uncommon,True,True,0.03,,0.03
Risky Shortcut,dft,103,common,True,True,0.07,,0.104167
Riverchurn Monument,dft,57,rare,True,True,0.48,,0.016667
Riverpyre Verge,dft,260,rare,True,True,7.54,,0.016667
Road Rage,dft,145,uncommon,True,True,0.03,,0.03
Roadside Assistance,dft,26,uncommon,True,True,0.03,enchantment,0.03
Roadside Blowout,dft,58,uncommon,True,True,0.02,,0.03
Rocketeer Boostbuggy,dft,220,uncommon,True,True,0.04,,0.03
Rocky Roads,dft,261,uncommon,True,True,0.03,,0.03
Rover Blades,dft,241,uncommon,True,True,0.03,,0.03
Rugged Highlands,dft,262,common,True,True,0.04,,0.104167
Run Over,dft,179,common,True,True,0.01,,0.104167
Sabotage Strategist,dft,59,uncommon,True,True,0.03,,0.03
"Sab-Sunen, Luxa Embodied",dft,221,mythic,True,True,2.84,legendary,0.008333
Salvation Engine,dft,27,mythic,True,True,2.87,,0.008333
"Samut, the Driving Force",dft,222,rare,True,True,0.25,legendary,0.016667
Scoured Barrens,dft,263,common,True,True,0.05,,0.104167
Scrap Compactor,dft,242,common,True,True,0.02,,0.104167
Scrounging Skyray,dft,60,uncommon,True,True,0.15,,0.03
Shefet Archfiend,dft,104,uncommon,True,True,0.04,,0.03
Silken Strength,dft,180,common,True,True,0.02,enchantment,0.104167
"Sita Varma, Masked Racer",dft,223,rare,True,True,0.11,legendary,0.016667
Skybox Ferry,dft,243,common,True,True,0.02,,0.104167
Skycrash,dft,146,uncommon,True,True,0.04,,0.03
Skyseer's Chariot,dft,28,rare,True,True,0.08,,0.016667
Skyserpent Seeker,dft,224,uncommon,True,True,0.20,,0.03
Skystreak Engineer,dft,61,common,True,True,0.02,,0.104167
Slick Imitator,dft,62,uncommon,True,True,0.03,,0.03
Spectacular Pileup,dft,29,rare,True,True,0.34,,0.016667
Spectral Interference,dft,63,common,True,True,0.04,,0.104167
Spell Pierce,dft,64,uncommon,True,True,0.15,,0.03
Spikeshell Harrier,dft,65,uncommon,True,True,0.02,,0.03
Spin Out,dft,106,common,True,True,0.02,,0.104167
Spire Mechcycle,dft,147,uncommon,True,True,0.03,,0.03
Spotcycle Scouter,dft,30,common,True,True,0.02,,0.104167
Stall Out,dft,66,common,True,True,0.04,,0.104167
Stampeding Scurryfoot,dft,181,common,True,True,0.02,,0.104167
Starting Column,dft,244,common,True,True,0.02,,0.104167
Stock Up,dft,67,uncommon,True,True,10.27,,0.03
Streaking Oilgorger,dft,107,common,True,True,0.02,,0.104167
Sunbillow Verge,dft,264,rare,True,True,4.99,,0.016667
"Sundial, Dawn Tyrant",dft,31,uncommon,True,True,0.07,legendary,0.03
Swamp,dft,283,common,True,True,0.07,,0.104167
Swiftwater Cliffs,dft,265,common,True,True,0.03,,0.104167
Swiftwing Assailant,dft,32,common,True,True,0.02,,0.104167
Syphon Fuel,dft,108,common,True,True,0.02,,0.104167
"Terrian, World Tyrant",dft,182,uncommon,True,True,0.17,legendary,0.03
The Aetherspark,dft,231,mythic,True,True,23.69,,0.008333
The Last Ride,dft,94,mythic,True,True,0.29,legendary,0.008333
The Speed Demon,dft,105,mythic,True,True,2.76,legendary,0.008333
Thopter Fabricator,dft,68,rare,True,True,0.32,,0.016667
Thornwood Falls,dft,266,common,True,True,0.03,,0.104167
Thunderhead Gunner,dft,148,common,True,True,0.01,,0.104167
Thundering Broodwagon,dft,225,uncommon,True,True,0.04,,0.03
Thunderous Velocipede,dft,183,mythic,True,True,1.98,,0.008333
Ticket Tortoise,dft,245,common,True,True,0.01,,0.104167
Trade the Helm,dft,69,uncommon,True,True,0.04,,0.03
Tranquil Cove,dft,267,common,True,True,0.03,,0.104167
Transit Mage,dft,70,uncommon,True,True,0.14,,0.03
Trip Up,dft,71,common,True,True,0.01,,0.104167
Tune Up,dft,33,uncommon,True,True,0.06,,0.03
"Tyrox, Saurid Tyrant",dft,149,uncommon,True,True,0.09,legendary,0.03
Unstoppable Plan,dft,72,rare,True,True,3.09,enchantment,0.016667
Unswerving Sloth,dft,34,uncommon,True,True,0.04,,0.03
Valor's Flagship,dft,35,mythic,True,True,1.01,legendary,0.008333
Veloheart Bike,dft,184,common,True,True,0.02,,0.104167
Venomsac Lagac,dft,185,common,True,True,0.02,,0.104167
Veteran Beastrider,dft,226,uncommon,True,True,0.16,,0.03
"Vnwxt, Verbose Host",dft,73,rare,True,True,0.39,legendary,0.016667
Voyage Home,dft,227,uncommon,True,True,0.29,,0.03
Voyager Glidecar,dft,36,rare,True,True,0.14,,0.016667
Voyager Quickwelder,dft,37,common,True,True,0.10,,0.104167
Walking Sarcophagus,dft,246,common,True,True,0.03,,0.104167
Wastewood Verge,dft,268,rare,True,True,6.53,,0.016667
Waxen Shapethief,dft,74,rare,True,True,0.40,,0.016667
Webstrike Elite,dft,186,rare,True,True,0.21,,0.016667
Wickerfolk Indomitable,dft,109,uncommon,True,True,0.04,,0.03
Wild Roads,dft,269,uncommon,True,True,0.04,,0.03
Willowrush Verge,dft,270,rare,True,True,4.30,,0.016667
Wind-Scarred Crag,dft,271,common,True,True,0.05,,0.104167
"Winter, Cursed Rider",dft,228,rare,True,True,0.09,legendary,0.016667
Wreckage Wickerfolk,dft,110,common,True,True,0.03,,0.104167
Wreck Remover,dft,247,common,True,True,0.02,,0.104167
Wretched Doll,dft,111,uncommon,True,True,0.04,,0.03
"Zahur, Glory's Past",dft,229,rare,True,True,0.21,legendary,0.016667
