Name,Set,Collector Number,Rarity,Foil,Nonfoil,USD Price,Frame Effects,Estimated Pull Probability
Host of the Hereafter,tdm,193,uncommon,True,True,0.13,,0.03
Humbling Elder,tdm,48,common,True,True,0.05,,0.104167
Hundred-Battle Veteran,tdm,82,uncommon,True,True,0.04,,0.03
Iceridge Serpent,tdm,49,common,True,True,0.04,,0.104167
Inevitable Defeat,tdm,194,rare,True,True,0.34,,0.016667
Inspirited Vanguard,tdm,146,uncommon,True,True,0.03,,0.03
Iridescent Tiger,tdm,109,uncommon,True,True,0.06,,0.03
Island,tdm,279,common,True,True,0.09,,0.104167
Jade-Cast Sentinel,tdm,243,common,True,True,0.04,,0.104167
Jeskai Brushmaster,tdm,195,uncommon,True,True,0.07,,0.03
Jeskai Devotee,tdm,110,common,True,True,0.03,,0.104167
Jeskai Monument,tdm,244,uncommon,True,True,0.07,,0.03
Jeskai Revelation,tdm,196,mythic,True,True,0.61,,0.008333
Jeskai Shrinekeeper,tdm,197,uncommon,True,True,0.06,,0.03
Jungle Hollow,tdm,258,common,True,True,0.04,,0.104167
Karakyk Guardian,tdm,198,uncommon,True,True,0.08,,0.03
Kheru Goldkeeper,tdm,199,uncommon,True,True,0.18,,0.03
Kin-Tree Nurturer,tdm,83,common,True,True,0.02,,0.104167
Kin-Tree Severance,tdm,200,uncommon,True,True,0.09,,0.03
Kishla Skimmer,tdm,201,uncommon,True,True,0.10,,0.03
Kishla Trawlers,tdm,50,uncommon,True,True,0.05,,0.03
Kishla Village,tdm,259,rare,True,True,0.37,,0.016667
Knockout Maneuver,tdm,147,uncommon,True,True,0.07,,0.03
"Kotis, the Fangkeeper",tdm,202,rare,True,True,0.27,legendary,0.016667
Krotiq Nestguard,tdm,148,common,True,True,0.03,,0.104167
Krumar Initiate,tdm,84,uncommon,True,True,0.05,,0.03
Lasyd Prowler,tdm,149,rare,True,True,0.17,,0.016667
Lie in Wait,tdm,203,uncommon,True,True,0.08,,0.03
Lightfoot Technique,tdm,14,common,True,True,0.03,,0.104167
Lotuslight Dancers,tdm,204,rare,True,True,0.16,,0.016667
Loxodon Battle Priest,tdm,15,uncommon,True,True,0.07,,0.03
Maelstrom of the Spirit Dragon,tdm,260,rare,True,True,1.31,,0.016667
Magmatic Hellkite,tdm,111,rare,True,True,0.50,,0.016667
Mammoth Bellow,tdm,205,uncommon,True,True,0.06,,0.03
Marang River Regent // Coil and Catch,tdm,51,rare,True,True,1.03,,0.016667
Mardu Devotee,tdm,16,common,True,True,0.05,,0.104167
Mardu Monument,tdm,245,uncommon,True,True,0.07,,0.03
Mardu Siegebreaker,tdm,206,rare,True,True,1.27,,0.016667
Marshal of the Lost,tdm,207,uncommon,True,True,0.09,,0.03
Meticulous Artisan,tdm,112,common,True,True,0.02,,0.104167
Mistrise Village,tdm,261,rare,True,True,8.52,,0.016667
Molten Exhale,tdm,113,common,True,True,0.05,,0.104167
Monastery Messenger,tdm,208,common,True,True,0.01,,0.104167
Mountain,tdm,283,common,True,True,0.08,,0.104167
Mox Jasper,tdm,246,mythic,True,True,18.29,legendary,0.008333
Mystic Monastery,tdm,262,uncommon,True,True,0.12,,0.03
Naga Fleshcrafter,tdm,52,rare,True,True,0.28,,0.016667
"Narset, Jeskai Waymaster",tdm,209,rare,True,True,0.26,legendary,0.016667
Narset's Rebuke,tdm,114,common,True,True,0.05,,0.104167
Nature's Rhythm,tdm,150,rare,True,True,3.16,,0.016667
"Neriv, Heart of the Storm",tdm,210,mythic,True,True,4.58,legendary,0.008333
New Way Forward,tdm,211,rare,True,True,0.15,,0.016667
Nightblade Brigade,tdm,85,common,True,True,0.06,,0.104167
Nomad Outpost,tdm,263,uncommon,True,True,0.12,,0.03
Opulent Palace,tdm,264,uncommon,True,True,0.15,,0.03
Osseous Exhale,tdm,17,common,True,True,0.04,,0.104167
Overwhelming Surge,tdm,115,uncommon,True,True,0.07,,0.03
Perennation,tdm,212,mythic,True,True,0.88,,0.008333
Piercing Exhale,tdm,151,common,True,True,0.03,,0.104167
Plains,tdm,277,common,True,True,0.10,,0.104167
Poised Practitioner,tdm,18,common,True,True,0.03,,0.104167
Purging Stormbrood // Absorb Essence,tdm,213,uncommon,True,True,0.05,,0.03
Qarsi Revenant,tdm,86,rare,True,True,0.83,,0.016667
Rainveil Rejuvenator,tdm,152,uncommon,True,True,0.13,,0.03
Rakshasa's Bargain,tdm,214,uncommon,True,True,0.35,,0.03
Rally the Monastery,tdm,19,uncommon,True,True,0.12,,0.03
Rebellious Strike,tdm,20,common,True,True,0.04,,0.104167
Rediscover the Way,tdm,215,rare,True,True,0.17,enchantment,0.016667
Reigning Victor,tdm,216,common,True,True,0.06,,0.104167
Reputable Merchant,tdm,217,common,True,True,0.03,,0.104167
Rescue Leopard,tdm,116,common,True,True,0.03,,0.104167
Reverberating Summons,tdm,117,uncommon,True,True,0.04,enchantment,0.03
Revival of the Ancestors,tdm,218,rare,True,True,0.14,enchantment,0.016667
Riling Dawnbreaker // Signaling Roar,tdm,21,common,True,True,0.05,,0.104167
Ringing Strike Mastery,tdm,53,common,True,True,0.04,enchantment,0.104167
Rite of Renewal,tdm,153,uncommon,True,True,0.04,,0.03
Riverwalk Technique,tdm,54,common,True,True,0.05,,0.104167
Riverwheel Sweep,tdm,219,uncommon,True,True,0.07,,0.03
Roamer's Routine,tdm,154,common,True,True,0.08,,0.104167
Roar of Endless Song,tdm,220,rare,True,True,0.13,enchantment,0.016667
Roiling Dragonstorm,tdm,55,uncommon,True,True,0.14,enchantment,0.03
Rot-Curse Rakshasa,tdm,87,mythic,True,True,4.02,,0.008333
Rugged Highlands,tdm,265,common,True,True,0.02,,0.104167
Runescale Stormbrood // Chilling Screech,tdm,221,uncommon,True,True,0.08,,0.03
Sage of the Fang,tdm,155,uncommon,True,True,0.05,,0.03
Sage of the Skies,tdm,22,rare,True,True,0.17,,0.016667
Sagu Pummeler,tdm,156,common,True,True,0.02,,0.104167
Sagu Wildling // Roost Seek,tdm,157,common,True,True,0.04,,0.104167
Salt Road Packbeast,tdm,23,common,True,True,0.04,,0.104167
Salt Road Skirmish,tdm,88,uncommon,True,True,0.06,,0.03
Sandskitter Outrider,tdm,89,common,True,True,0.05,,0.104167
Sandsteppe Citadel,tdm,266,uncommon,True,True,0.12,,0.03
"Sarkhan, Dragon Ascendant",tdm,118,rare,True,True,0.29,legendary,0.016667
Sarkhan's Resolve,tdm,158,common,True,True,0.03,,0.104167
Scavenger Regent // Exude Toxin,tdm,90,rare,True,True,0.66,,0.016667
Scoured Barrens,tdm,267,common,True,True,0.04,,0.104167
Seize Opportunity,tdm,119,common,True,True,0.04,,0.104167
Severance Priest,tdm,222,rare,True,True,0.21,,0.016667
"Shiko, Paragon of the Way",tdm,223,mythic,True,True,5.89,legendary,0.008333
Shock Brigade,tdm,120,common,True,True,0.07,,0.104167
Shocking Sharpshooter,tdm,121,uncommon,True,True,0.15,,0.03
Sibsig Appraiser,tdm,56,common,True,True,0.05,,0.104167
"Sidisi, Regent of the Mire",tdm,92,rare,True,True,0.37,legendary,0.016667
Sinkhole Surveyor,tdm,93,rare,True,True,0.29,,0.016667
Skirmish Rhino,tdm,224,uncommon,True,True,0.15,,0.03
Smile at Death,tdm,24,mythic,True,True,2.84,enchantment,0.008333
Snakeskin Veil,tdm,159,common,True,True,0.06,,0.104167
Snowmelt Stag,tdm,57,common,True,True,0.04,,0.104167
Songcrafter Mage,tdm,225,rare,True,True,0.33,,0.016667
Sonic Shrieker,tdm,226,uncommon,True,True,0.06,,0.03
Spectral Denial,tdm,58,uncommon,True,True,0.09,,0.03
Stadium Headliner,tdm,122,rare,True,True,0.51,,0.016667
Stalwart Successor,tdm,227,uncommon,True,True,0.08,,0.03
Starry-Eyed Skyrider,tdm,25,uncommon,True,True,0.08,,0.03
Static Snare,tdm,26,uncommon,True,True,0.06,enchantment,0.03
Stillness in Motion,tdm,59,rare,True,True,0.19,enchantment,0.016667
Stormbeacon Blade,tdm,27,uncommon,True,True,0.08,,0.03
Stormplain Detainment,tdm,28,common,True,True,0.02,enchantment,0.104167
Stormscale Scion,tdm,123,mythic,True,True,6.19,,0.008333
Stormshriek Feral // Flush Out,tdm,124,common,True,True,0.07,,0.104167
Strategic Betrayal,tdm,94,uncommon,True,True,0.16,,0.03
Sultai Devotee,tdm,160,common,True,True,0.05,,0.104167
Sultai Monument,tdm,247,uncommon,True,True,0.08,,0.03
Summit Intimidator,tdm,125,common,True,True,0.05,,0.104167
Sunpearl Kirin,tdm,29,uncommon,True,True,0.24,,0.03
Sunset Strikemaster,tdm,126,uncommon,True,True,0.15,,0.03
"Surrak, Elusive Hunter",tdm,161,rare,True,True,0.30,legendary,0.016667
Swamp,tdm,281,common,True,True,0.10,,0.104167
Swiftwater Cliffs,tdm,268,common,True,True,0.03,,0.104167
Synchronized Charge,tdm,162,uncommon,True,True,0.10,,0.03
"Taigam, Master Opportunist",tdm,60,mythic,True,True,1.81,legendary,0.008333
Teeming Dragonstorm,tdm,30,uncommon,True,True,0.09,enchantment,0.03
Tempest Hawk,tdm,31,common,True,True,0.57,,0.104167
Temur Battlecrier,tdm,228,rare,True,True,0.56,,0.016667
Temur Devotee,tdm,61,common,True,True,0.03,,0.104167
Temur Monument,tdm,248,uncommon,True,True,0.07,,0.03
Temur Tawnyback,tdm,229,common,True,True,0.06,,0.104167
Tersa Lightshatter,tdm,127,rare,True,True,1.00,legendary,0.016667
"Teval, Arbiter of Virtue",tdm,230,mythic,True,True,1.86,legendary,0.008333
The Sibsig Ceremony,tdm,91,rare,True,True,0.47,"enchantment,legendary",0.016667
Thornwood Falls,tdm,269,common,True,True,0.04,,0.104167
Thunder of Unity,tdm,231,rare,True,True,0.22,enchantment,0.016667
Trade Route Envoy,tdm,163,common,True,True,0.02,,0.104167
Tranquil Cove,tdm,270,common,True,True,0.04,,0.104167
Traveling Botanist,tdm,164,uncommon,True,True,0.06,,0.03
Twin Bolt,tdm,128,common,True,True,0.02,,0.104167
Twinmaw Stormbrood // Charring Bite,tdm,232,uncommon,True,True,0.13,,0.03
"Ugin, Eye of the Storms",tdm,1,mythic,True,True,44.40,,0.008333
Unburied Earthcarver,tdm,95,common,True,True,0.04,,0.104167
Underfoot Underdogs,tdm,129,common,True,True,0.04,,0.104167
Undergrowth Leopard,tdm,165,common,True,True,0.05,,0.104167
Unending Whisper,tdm,62,common,True,True,0.05,,0.104167
United Battlefront,tdm,32,rare,True,True,0.53,,0.016667
Unrooted Ancestor,tdm,96,uncommon,True,True,0.03,,0.03
Unsparing Boltcaster,tdm,130,uncommon,True,True,0.06,,0.03
Ureni's Rebuff,tdm,63,uncommon,True,True,0.04,,0.03
"Ureni, the Song Unending",tdm,233,mythic,True,True,3.49,legendary,0.008333
Venerated Stormsinger,tdm,97,uncommon,True,True,0.12,,0.03
Veteran Ice Climber,tdm,64,uncommon,True,True,0.08,,0.03
Voice of Victory,tdm,33,rare,True,True,10.75,,0.016667
Wail of War,tdm,98,uncommon,True,True,0.06,,0.03
Warden of the Grove,tdm,166,rare,True,True,0.78,,0.016667
War Effort,tdm,131,uncommon,True,True,0.10,enchantment,0.03
Watcher of the Wayside,tdm,249,common,True,True,0.02,,0.104167
Wayspeaker Bodyguard,tdm,34,uncommon,True,True,0.02,,0.03
Whirlwing Stormbrood // Dynamic Soar,tdm,234,uncommon,True,True,0.09,,0.03
Wild Ride,tdm,132,common,True,True,0.09,,0.104167
Windcrag Siege,tdm,235,rare,True,True,1.57,enchantment,0.016667
Wind-Scarred Crag,tdm,271,common,True,True,0.04,,0.104167
Wingblade Disciple,tdm,65,uncommon,True,True,0.07,,0.03
Wingspan Stride,tdm,66,common,True,True,0.03,enchantment,0.104167
Winternight Stories,tdm,67,rare,True,True,0.29,,0.016667
Worthy Cost,tdm,99,common,True,True,0.05,,0.104167
Yathan Roadwatcher,tdm,236,rare,True,True,0.16,,0.016667
Yathan Tombguard,tdm,100,uncommon,True,True,0.09,,0.03
Zurgo's Vanguard,tdm,133,uncommon,True,True,0.06,,0.03
"Zurgo, Thunder's Decree",tdm,237,rare,True,True,0.37,legendary,0.016667
